time(ms);FP;FP(%);FPL_CMD;FRP_A(kPa);FRP_A(kPa);FRP_A_CMD(kPa);LP_FUEL_SW;FLPA(kPa);FLP_DSD(kPa);FLP_V(V);FP_RELAY;FRP(kPa);FRP_DSD(kPa)
330203;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;528.0;2.15;On;30060.0;30000.0
330233;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;528.0;2.15;On;30060.0;30000.0
330263;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;528.0;2.15;On;30060.0;30000.0
330293;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;528.0;2.15;On;30060.0;30000.0
330323;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;528.0;2.15;On;30060.0;30000.0
330353;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
330383;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
330427;On;31.87;Off;30056.0;29670.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
330473;On;31.87;Off;30056.0;29670.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
330503;On;31.87;Off;30056.0;29670.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
330533;On;31.87;Off;30056.0;29670.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
330563;On;31.87;Off;30056.0;29670.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
330593;On;31.87;Off;30056.0;29670.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
330623;On;31.87;Off;30056.0;29670.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
330668;On;31.87;Off;30056.0;29670.0;30000.0;Not Low;414.0;531.0;2.15;On;30060.0;30000.0
330697;On;31.87;Off;30056.0;29670.0;30000.0;Not Low;414.0;531.0;2.16;On;30060.0;30000.0
330728;On;31.87;Off;30056.0;29670.0;30000.0;Not Low;414.0;531.0;2.16;On;30060.0;30000.0
330758;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;531.0;2.16;On;30060.0;30000.0
330803;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;531.0;2.16;On;30060.0;30000.0
330833;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;531.0;2.16;On;30060.0;30000.0
330863;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;531.0;2.16;On;30060.0;30000.0
330894;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;531.0;2.16;On;30060.0;30000.0
330923;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
330953;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30070.0;30000.0
330983;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;528.0;2.16;On;30080.0;30000.0
331013;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;525.0;2.16;On;30080.0;30000.0
331043;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;525.0;2.16;On;30090.0;30000.0
331073;On;31.87;Off;30016.0;30140.0;30000.0;Not Low;413.5;525.0;2.16;On;30100.0;30000.0
331102;On;31.87;Off;29976.0;30140.0;30000.0;Not Low;413.5;525.0;2.16;On;30110.0;30000.0
331133;On;31.87;Off;29936.0;30140.0;30000.0;Not Low;413.5;522.0;2.16;On;30120.0;30000.0
331163;On;31.87;Off;29896.0;30140.0;30000.0;Not Low;413.5;522.0;2.16;On;30120.0;30000.0
331193;On;31.87;Off;29856.0;30140.0;30000.0;Not Low;413.5;525.0;2.16;On;30130.0;30000.0
331223;On;31.87;Off;29824.0;30140.0;30000.0;Not Low;413.5;525.0;2.16;On;30140.0;30000.0
331253;On;31.87;Off;29784.0;30140.0;30000.0;Not Low;413.5;528.0;2.16;On;30140.0;30000.0
331283;On;31.87;Off;29744.0;30140.0;30000.0;Not Low;414.0;531.0;2.15;On;30140.0;30000.0
331313;On;31.87;Off;29704.0;30140.0;30000.0;Not Low;414.0;531.0;2.15;On;30140.0;30000.0
331343;On;31.87;Off;29664.0;30140.0;30000.0;Not Low;414.0;534.0;2.15;On;30140.0;30000.0
331373;On;31.87;Off;29744.0;29670.0;30000.0;Not Low;414.0;537.0;2.15;On;30140.0;30000.0
331403;On;31.87;Off;29824.0;29670.0;30000.0;Not Low;414.0;540.0;2.15;On;30140.0;30000.0
331432;On;31.87;Off;29904.0;29670.0;30000.0;Not Low;414.0;540.0;2.15;On;30140.0;30000.0
331463;On;31.87;Off;29984.0;29670.0;30000.0;Not Low;414.0;543.0;2.15;On;30140.0;30000.0
331493;On;31.87;Off;30064.0;29670.0;30000.0;Not Low;414.0;543.0;2.15;On;30140.0;30000.0
331523;On;31.87;Off;30144.0;29670.0;30000.0;Not Low;414.0;543.0;2.15;On;30140.0;30000.0
331568;On;31.87;Off;30224.0;29670.0;30000.0;Not Low;414.0;543.0;2.15;On;30180.0;30000.0
331598;On;31.87;Off;30304.0;29670.0;30000.0;Not Low;413.5;543.0;2.15;On;30220.0;30000.0
331629;On;31.87;Off;30384.0;29670.0;30000.0;Not Low;413.5;540.0;2.15;On;30260.0;30000.0
331658;On;31.87;Off;30464.0;29670.0;30000.0;Not Low;413.5;540.0;2.15;On;30300.0;30000.0
331688;On;31.87;Off;30424.0;30060.0;30000.0;Not Low;413.5;540.0;2.15;On;30340.0;30000.0
331733;On;31.87;Off;30384.0;30060.0;30000.0;Not Low;413.5;540.0;2.15;On;30390.0;30000.0
331763;On;31.87;Off;30344.0;30060.0;30000.0;Not Low;413.5;540.0;2.16;On;30430.0;30000.0
331808;On;31.87;Off;30304.0;30060.0;30000.0;Not Low;413.5;540.0;2.16;On;30470.0;30000.0
331838;On;31.87;Off;30264.0;30060.0;30000.0;Not Low;413.5;540.0;2.16;On;30510.0;30000.0
331868;On;31.87;Off;30216.0;30060.0;30000.0;Not Low;414.0;540.0;2.16;On;30550.0;30000.0
331898;On;31.87;Off;30176.0;30060.0;30000.0;Not Low;414.0;540.0;2.16;On;30500.0;30000.0
331928;On;31.87;Off;30136.0;30060.0;30000.0;Not Low;414.0;540.0;2.16;On;30450.0;30000.0
331958;On;31.87;Off;30096.0;30060.0;30000.0;Not Low;414.0;537.0;2.16;On;30400.0;30000.0
332003;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;537.0;2.16;On;30350.0;30000.0
332033;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.5;537.0;2.16;On;30300.0;30000.0
332064;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.5;537.0;2.16;On;30260.0;30000.0
332094;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.5;537.0;2.16;On;30210.0;30000.0
332123;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.5;537.0;2.16;On;30160.0;30000.0
332153;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.5;537.0;2.16;On;30110.0;30000.0
332183;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.5;537.0;2.16;On;30060.0;30000.0
332228;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.5;537.0;2.16;On;30060.0;30000.0
332258;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;537.0;2.16;On;30060.0;30000.0
332288;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;534.0;2.16;On;30060.0;30000.0
332318;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;534.0;2.16;On;30060.0;30000.0
332363;On;31.87;Off;30016.0;30060.0;30000.0;Not Low;414.0;534.0;2.16;On;30060.0;30000.0
332408;On;31.87;Off;29976.0;30060.0;30000.0;Not Low;414.0;534.0;2.16;On;30060.0;30000.0
332451;On;31.87;Off;29936.0;30060.0;30000.0;Not Low;414.0;534.0;2.15;On;30060.0;30000.0
332483;On;31.87;Off;29896.0;30060.0;30000.0;Not Low;414.0;534.0;2.15;On;30060.0;30000.0
332528;On;31.87;Off;29856.0;30060.0;30000.0;Not Low;414.0;534.0;2.15;On;30060.0;30000.0
332559;On;31.87;Off;29824.0;30060.0;30000.0;Not Low;414.0;534.0;2.15;On;30060.0;30000.0
332588;On;31.87;Off;29784.0;30060.0;30000.0;Not Low;414.0;531.0;2.15;On;30060.0;30000.0
332618;On;31.87;Off;29744.0;30060.0;30000.0;Not Low;414.0;531.0;2.15;On;30060.0;30000.0
332663;On;31.87;Off;29704.0;30060.0;30000.0;Not Low;414.0;531.0;2.15;On;30060.0;30000.0
332693;On;31.87;Off;29664.0;30060.0;30000.0;Not Low;414.0;531.0;2.15;On;30060.0;30000.0
332738;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;414.0;531.0;2.15;On;30060.0;30000.0
332798;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;414.0;528.0;2.15;On;30060.0;30000.0
332828;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;414.0;528.0;2.15;On;30060.0;30000.0
332858;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;414.0;528.0;2.15;On;30060.0;30000.0
332901;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;414.0;528.0;2.15;On;30060.0;30000.0
332933;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;414.0;528.0;2.15;On;30060.0;30000.0
332963;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;414.0;528.0;2.15;On;30060.0;30000.0
332993;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;413.5;528.0;2.15;On;30060.0;30000.0
333043;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
333068;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
333098;On;31.87;Off;29672.0;29670.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
333143;On;31.87;Off;29680.0;29670.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
333173;On;31.87;Off;29688.0;29670.0;30000.0;Not Low;413.5;531.0;2.16;On;30060.0;30000.0
333203;On;31.87;Off;29696.0;29670.0;30000.0;Not Low;413.5;531.0;2.16;On;30060.0;30000.0
333233;On;31.87;Off;29704.0;29670.0;30000.0;Not Low;413.5;531.0;2.16;On;30060.0;30000.0
333263;On;31.87;Off;29712.0;29670.0;30000.0;Not Low;413.5;531.0;2.16;On;30060.0;30000.0
333293;On;31.87;Off;29720.0;29670.0;30000.0;Not Low;413.5;531.0;2.16;On;30060.0;30000.0
333323;On;31.87;Off;29728.0;29670.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
333353;On;31.87;Off;29736.0;29670.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
333383;On;31.87;Off;29744.0;29670.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
333427;On;31.87;Off;29776.0;30140.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
333473;On;31.87;Off;29808.0;30140.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
333518;On;31.87;Off;29840.0;30140.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
333548;On;31.87;Off;29872.0;30140.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
333578;On;31.87;Off;29904.0;30140.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
333623;On;31.87;Off;29928.0;30140.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
333653;On;31.87;Off;29960.0;30140.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
333683;On;31.87;Off;29992.0;30140.0;30000.0;Not Low;413.5;531.0;2.16;On;30060.0;30000.0
333728;On;31.87;Off;30024.0;30140.0;30000.0;Not Low;413.5;528.0;2.16;On;30060.0;30000.0
333758;On;31.87;Off;30056.0;30140.0;30000.0;Not Low;413.5;528.0;2.16;On;30060.0;30000.0
333788;On;31.87;Off;30016.0;30060.0;30000.0;Not Low;413.5;528.0;2.16;On;30060.0;30000.0
333833;On;31.87;Off;29976.0;30060.0;30000.0;Not Low;413.5;528.0;2.16;On;30060.0;30000.0
333863;On;31.87;Off;29936.0;30060.0;30000.0;Not Low;413.5;528.0;2.16;On;30060.0;30000.0
333893;On;31.87;Off;29896.0;30060.0;30000.0;Not Low;413.5;528.0;2.16;On;30060.0;30000.0
333938;On;31.87;Off;29856.0;30060.0;30000.0;Not Low;413.5;528.0;2.16;On;30060.0;30000.0
333968;On;31.87;Off;29824.0;30060.0;30000.0;Not Low;413.5;528.0;2.16;On;30060.0;30000.0
333998;On;31.87;Off;29784.0;30060.0;30000.0;Not Low;413.5;528.0;2.16;On;30060.0;30000.0
334028;On;31.87;Off;29744.0;30060.0;30000.0;Not Low;413.5;528.0;2.16;On;30060.0;30000.0
334058;On;31.87;Off;29704.0;30060.0;30000.0;Not Low;413.5;528.0;2.16;On;30060.0;30000.0
334088;On;31.87;Off;29664.0;30060.0;30000.0;Not Low;413.5;528.0;2.16;On;30060.0;30000.0
334118;On;31.87;Off;29712.0;30060.0;30000.0;Not Low;413.5;528.0;2.16;On;30060.0;30000.0
334163;On;31.87;Off;29760.0;30060.0;30000.0;Not Low;413.5;528.0;2.16;On;30060.0;30000.0
334193;On;31.87;Off;29808.0;30060.0;30000.0;Not Low;413.5;528.0;2.16;On;30060.0;30000.0
334238;On;31.87;Off;29856.0;30060.0;30000.0;Not Low;413.5;528.0;2.16;On;30060.0;30000.0
334268;On;31.87;Off;29904.0;30060.0;30000.0;Not Low;413.5;528.0;2.16;On;30060.0;30000.0
334298;On;31.87;Off;29944.0;30060.0;30000.0;Not Low;413.5;528.0;2.16;On;30060.0;30000.0
334328;On;31.87;Off;29992.0;30060.0;30000.0;Not Low;413.5;528.0;2.16;On;30060.0;30000.0
334358;On;31.87;Off;30040.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
334388;On;31.87;Off;30088.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
334418;On;31.87;Off;30136.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
334446;On;31.87;Off;30168.0;30140.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
334493;On;31.87;Off;30200.0;30140.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
334524;On;31.87;Off;30232.0;30140.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
334568;On;31.87;Off;30264.0;30140.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
334598;On;31.87;Off;30296.0;30140.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
334628;On;31.87;Off;30336.0;30140.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
334658;On;31.87;Off;30368.0;30140.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
334688;On;31.87;Off;30400.0;30140.0;30000.0;Not Low;414.5;528.0;2.16;On;30060.0;30000.0
334718;On;31.87;Off;30432.0;30140.0;30000.0;Not Low;414.5;528.0;2.16;On;30060.0;30000.0
334748;On;31.87;Off;30464.0;30140.0;30000.0;Not Low;414.5;528.0;2.16;On;30060.0;30000.0
334792;On;31.87;Off;30424.0;30060.0;30000.0;Not Low;414.5;528.0;2.16;On;30060.0;30000.0
334824;On;31.87;Off;30384.0;30060.0;30000.0;Not Low;414.5;528.0;2.16;On;30060.0;30000.0
334853;On;31.87;Off;30344.0;30060.0;30000.0;Not Low;414.5;528.0;2.16;On;30060.0;30000.0
334883;On;31.87;Off;30304.0;30060.0;30000.0;Not Low;414.5;528.0;2.16;On;30060.0;30000.0
334928;On;31.87;Off;30264.0;30060.0;30000.0;Not Low;414.5;528.0;2.16;On;30060.0;30000.0
334958;On;31.87;Off;30216.0;30060.0;30000.0;Not Low;414.5;528.0;2.16;On;30060.0;30000.0
334988;On;31.87;Off;30176.0;30060.0;30000.0;Not Low;414.5;528.0;2.16;On;30060.0;30000.0
335018;On;31.87;Off;30136.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
335048;On;31.87;Off;30096.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
335079;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
335123;On;31.87;Off;30016.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
335153;On;31.87;Off;29976.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
335183;On;31.87;Off;29936.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
335228;On;31.87;Off;29896.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
335258;On;31.87;Off;29856.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
335288;On;31.87;Off;29824.0;30060.0;30000.0;Not Low;414.0;525.0;2.16;On;30060.0;30000.0
335332;On;31.87;Off;29784.0;30060.0;30000.0;Not Low;414.0;525.0;2.16;On;30020.0;30000.0
335363;On;31.87;Off;29744.0;30060.0;30000.0;Not Low;414.5;525.0;2.16;On;29980.0;30000.0
335394;On;31.87;Off;29704.0;30060.0;30000.0;Not Low;414.5;522.0;2.16;On;29940.0;30000.0
335422;On;31.87;Off;29664.0;30060.0;30000.0;Not Low;414.5;522.0;2.16;On;29900.0;30000.0
335451;On;31.87;Off;29712.0;30060.0;30000.0;Not Low;414.5;522.0;2.16;On;29860.0;30000.0
335484;On;31.87;Off;29760.0;30060.0;30000.0;Not Low;414.5;522.0;2.16;On;29830.0;30000.0
335528;On;31.87;Off;29808.0;30060.0;30000.0;Not Low;414.5;519.0;2.16;On;29790.0;30000.0
335559;On;31.87;Off;29856.0;30060.0;30000.0;Not Low;414.5;519.0;2.16;On;29750.0;30000.0
335588;On;31.87;Off;29904.0;30060.0;30000.0;Not Low;414.5;519.0;2.16;On;29710.0;30000.0
335618;On;31.87;Off;29944.0;30060.0;30000.0;Not Low;414.0;516.0;2.16;On;29670.0;30000.0
335648;On;31.87;Off;29992.0;30060.0;30000.0;Not Low;414.0;516.0;2.16;On;29710.0;30000.0
335678;On;31.87;Off;30040.0;30060.0;30000.0;Not Low;414.0;513.0;2.15;On;29750.0;30000.0
335723;On;31.87;Off;30088.0;30060.0;30000.0;Not Low;414.0;513.0;2.15;On;29790.0;30000.0
335753;On;31.87;Off;30136.0;30060.0;30000.0;Not Low;414.0;510.0;2.15;On;29830.0;30000.0
335783;On;31.87;Off;30136.0;30060.0;30000.0;Not Low;413.5;510.0;2.15;On;29870.0;30000.0
335829;On;31.87;Off;30136.0;30060.0;30000.0;Not Low;413.5;507.0;2.15;On;29900.0;30000.0
335858;On;31.87;Off;30136.0;30060.0;30000.0;Not Low;413.5;507.0;2.15;On;29940.0;30000.0
335902;On;31.87;Off;30136.0;30060.0;30000.0;Not Low;413.5;504.0;2.15;On;29980.0;30000.0
335933;On;31.87;Off;30136.0;30060.0;30000.0;Not Low;413.5;507.0;2.15;On;30020.0;30000.0
335962;On;31.87;Off;30136.0;30060.0;30000.0;Not Low;413.5;507.0;2.15;On;30060.0;30000.0
335991;On;31.87;Off;30136.0;30060.0;30000.0;Not Low;413.5;510.0;2.15;On;30060.0;30000.0
336023;On;31.87;Off;30136.0;30060.0;30000.0;Not Low;414.0;510.0;2.15;On;30060.0;30000.0
336053;On;31.87;Off;30136.0;30060.0;30000.0;Not Low;414.0;513.0;2.16;On;30060.0;30000.0
336083;On;31.87;Off;30136.0;30060.0;30000.0;Not Low;414.0;513.0;2.16;On;30060.0;30000.0
336128;On;31.87;Off;30088.0;30140.0;30000.0;Not Low;414.0;516.0;2.16;On;30060.0;30000.0
336158;On;31.87;Off;30040.0;30140.0;30000.0;Not Low;414.0;516.0;2.16;On;30060.0;30000.0
336188;On;31.87;Off;29992.0;30140.0;30000.0;Not Low;414.0;519.0;2.16;On;30060.0;30000.0
336218;On;31.87;Off;29944.0;30140.0;30000.0;Not Low;414.0;519.0;2.16;On;30060.0;30000.0
336248;On;31.87;Off;29896.0;30140.0;30000.0;Not Low;414.0;519.0;2.16;On;30060.0;30000.0
336278;On;31.87;Off;29856.0;30140.0;30000.0;Not Low;414.0;519.0;2.16;On;30060.0;30000.0
336323;On;31.87;Off;29808.0;30140.0;30000.0;Not Low;414.0;522.0;2.16;On;30020.0;30000.0
336353;On;31.87;Off;29760.0;30140.0;30000.0;Not Low;413.5;522.0;2.16;On;29980.0;30000.0
336383;On;31.87;Off;29712.0;30140.0;30000.0;Not Low;413.5;522.0;2.16;On;29940.0;30000.0
336427;On;31.87;Off;29664.0;30140.0;30000.0;Not Low;413.5;522.0;2.16;On;29900.0;30000.0
336458;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;413.5;522.0;2.16;On;29860.0;30000.0
336503;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;413.5;525.0;2.16;On;29830.0;30000.0
336547;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;413.5;525.0;2.16;On;29790.0;30000.0
336578;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;413.5;525.0;2.16;On;29750.0;30000.0
336623;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;413.5;525.0;2.16;On;29710.0;30000.0
336668;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;414.0;525.0;2.16;On;29670.0;30000.0
336698;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;414.0;528.0;2.16;On;29670.0;30000.0
336728;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;414.0;528.0;2.16;On;29670.0;30000.0
336758;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;414.0;528.0;2.16;On;29670.0;30000.0
336788;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;414.0;528.0;2.16;On;29670.0;30000.0
336833;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;414.5;528.0;2.16;On;29670.0;30000.0
336862;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;414.5;531.0;2.16;On;29670.0;30000.0
336894;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;414.5;531.0;2.16;On;29670.0;30000.0
336923;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;414.5;531.0;2.16;On;29670.0;30000.0
336953;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;414.5;531.0;2.16;On;29670.0;30000.0
336997;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;414.5;531.0;2.16;On;29670.0;30000.0
337028;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;414.5;531.0;2.16;On;29710.0;30000.0
337058;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;414.0;531.0;2.16;On;29750.0;30000.0
337088;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;414.0;528.0;2.16;On;29790.0;30000.0
337118;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;414.0;528.0;2.16;On;29830.0;30000.0
337148;On;31.87;Off;29664.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;29870.0;30000.0
337194;On;31.87;Off;29664.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;29900.0;30000.0
337238;On;31.87;Off;29664.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;29940.0;30000.0
337283;On;31.87;Off;29664.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;29980.0;30000.0
337328;On;31.87;Off;29664.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30020.0;30000.0
337358;On;31.87;Off;29664.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
337388;On;31.87;Off;29664.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30070.0;30000.0
337432;On;31.87;Off;29664.0;30060.0;30000.0;Not Low;413.5;528.0;2.16;On;30080.0;30000.0
337463;On;31.87;Off;29664.0;30060.0;30000.0;Not Low;413.5;528.0;2.16;On;30080.0;30000.0
337493;On;31.87;Off;29664.0;30060.0;30000.0;Not Low;413.5;528.0;2.16;On;30090.0;30000.0
337523;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;413.5;528.0;2.16;On;30100.0;30000.0
337553;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;413.5;528.0;2.16;On;30110.0;30000.0
337583;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;413.5;528.0;2.15;On;30120.0;30000.0
337628;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;413.5;528.0;2.15;On;30120.0;30000.0
337658;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;413.5;528.0;2.15;On;30130.0;30000.0
337688;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;413.5;528.0;2.15;On;30140.0;30000.0
337733;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;413.5;528.0;2.15;On;30130.0;30000.0
337763;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;413.5;528.0;2.15;On;30120.0;30000.0
337795;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;413.5;528.0;2.16;On;30120.0;30000.0
337823;On;31.87;Off;29664.0;29670.0;30000.0;Not Low;413.5;528.0;2.16;On;30110.0;30000.0
337883;On;31.87;Off;29704.0;29670.0;30000.0;Not Low;413.5;528.0;2.16;On;30100.0;30000.0
337929;On;31.87;Off;29744.0;29670.0;30000.0;Not Low;413.5;528.0;2.16;On;30090.0;30000.0
337958;On;31.87;Off;29784.0;29670.0;30000.0;Not Low;413.5;528.0;2.16;On;30080.0;30000.0
338001;On;31.87;Off;29824.0;29670.0;30000.0;Not Low;413.5;528.0;2.16;On;30080.0;30000.0
338033;On;31.87;Off;29864.0;29670.0;30000.0;Not Low;413.5;528.0;2.16;On;30070.0;30000.0
338063;On;31.87;Off;29896.0;29670.0;30000.0;Not Low;413.5;528.0;2.16;On;30060.0;30000.0
338093;On;31.87;Off;29936.0;29670.0;30000.0;Not Low;413.5;528.0;2.16;On;30060.0;30000.0
338123;On;31.87;Off;29976.0;29670.0;30000.0;Not Low;413.5;528.0;2.16;On;30060.0;30000.0
338153;On;31.87;Off;30016.0;29670.0;30000.0;Not Low;413.5;528.0;2.16;On;30060.0;30000.0
338183;On;31.87;Off;30056.0;29670.0;30000.0;Not Low;413.5;528.0;2.16;On;30060.0;30000.0
338228;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;528.0;2.16;On;30060.0;30000.0
338273;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;528.0;2.15;On;30060.0;30000.0
338303;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;528.0;2.15;On;30060.0;30000.0
338333;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;528.0;2.15;On;30060.0;30000.0
338363;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;528.0;2.15;On;30060.0;30000.0
338393;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;528.0;2.15;On;30060.0;30000.0
338423;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;528.0;2.15;On;30060.0;30000.0
338452;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;528.0;2.15;On;30060.0;30000.0
338498;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
338528;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
