time(ms);FP;FP(%);FPL_CMD;FRP_A(kPa);FRP_A(kPa);FRP_A_CMD(kPa);LP_FUEL_SW;FLPA(kPa);FLP_DSD(kPa);FLP_V(V);FP_RELAY;FRP(kPa);FRP_DSD(kPa);RPM(1/min);FPM(%);FPM_STAT;FRP_ABS(kPa);FRP_V(V);FRT(°C);FRT_V(V);FUELMON_RDY;F_PCV(%);F_VCV(%);F_VCV_CUR(A);F_VCV_FLT
100343;On;31.87;Off;149856.0;149110.0;149260.0;Not Low;419.0;765.0;2.20;On;150190.0;149970.0;1190;40.46;No Fault;150280.0;2.14;47;1.49;No;58.82;41.18;1.40;No Fault
100388;On;31.87;Off;149896.0;149110.0;149260.0;Not Low;419.0;765.0;2.20;On;150200.0;150000.0;1190;40.46;No Fault;150300.0;2.14;47;1.49;No;58.82;41.18;1.40;No Fault
100418;On;31.87;Off;149936.0;149110.0;149260.0;Not Low;419.0;765.0;2.20;On;150210.0;150020.0;1190;40.46;No Fault;150300.0;2.14;47;1.49;No;58.82;40.78;1.40;No Fault
100463;On;31.87;Off;149968.0;149110.0;149260.0;Not Low;419.0;765.0;2.19;On;150210.0;150050.0;1190;40.46;No Fault;150300.0;2.14;47;1.49;No;58.82;40.78;1.40;No Fault
100508;On;31.87;Off;150008.0;149110.0;149260.0;Not Low;419.0;765.0;2.19;On;150220.0;150080.0;1190;40.46;No Fault;150300.0;2.14;47;1.49;No;58.82;40.78;1.40;No Fault
100538;On;31.87;Off;150040.0;149110.0;149260.0;Not Low;419.0;765.0;2.19;On;150220.0;150100.0;1190;40.46;No Fault;150300.0;2.14;47;1.49;No;58.82;40.78;1.40;No Fault
100583;On;31.87;Off;150080.0;149110.0;149260.0;Not Low;419.0;765.0;2.19;On;150230.0;150130.0;1190;40.46;No Fault;150300.0;2.14;47;1.49;No;58.82;40.78;1.40;No Fault
100613;On;31.87;Off;150112.0;149110.0;149260.0;Not Low;419.0;765.0;2.19;On;150230.0;150160.0;1190;40.46;No Fault;150300.0;2.14;47;1.49;No;58.82;40.78;1.40;No Fault
100643;On;31.87;Off;150152.0;149110.0;149260.0;Not Low;419.0;765.0;2.18;On;150240.0;150190.0;1190;40.46;No Fault;150300.0;2.14;47;1.49;No;58.82;40.78;1.40;No Fault
100673;On;31.87;Off;150184.0;149110.0;149260.0;Not Low;419.0;765.0;2.18;On;150250.0;150210.0;1190;40.46;No Fault;150300.0;2.14;47;1.49;No;58.82;40.78;1.40;No Fault
100703;On;31.87;Off;150224.0;149110.0;149260.0;Not Low;419.5;765.0;2.18;On;150250.0;150240.0;1190;40.46;No Fault;150300.0;2.14;47;1.49;No;58.82;40.78;1.40;No Fault
100733;On;31.87;Off;150256.0;149110.0;149260.0;Not Low;419.5;765.0;2.18;On;150260.0;150270.0;1190;40.46;No Fault;150300.0;2.14;47;1.49;No;58.82;41.18;1.41;No Fault
100763;On;31.87;Off;150296.0;149110.0;149260.0;Not Low;419.5;765.0;2.17;On;150260.0;150290.0;1190;40.46;No Fault;150300.0;2.14;47;1.49;No;58.82;41.18;1.41;No Fault
100793;On;31.87;Off;150256.0;150300.0;150170.0;Not Low;419.5;765.0;2.17;On;150270.0;150320.0;1190;40.46;No Fault;150300.0;2.14;47;1.49;No;58.82;41.18;1.41;No Fault
100838;On;31.87;Off;150208.0;150300.0;150170.0;Not Low;419.5;765.0;2.17;On;150280.0;150350.0;1190;40.46;No Fault;150300.0;2.14;47;1.49;No;58.82;41.18;1.41;No Fault
100883;On;31.87;Off;150168.0;150300.0;150170.0;Not Low;419.5;765.0;2.17;On;150280.0;150370.0;1190;40.46;No Fault;150300.0;2.14;47;1.49;No;58.82;41.18;1.41;No Fault
100913;On;31.87;Off;150128.0;150300.0;150170.0;Not Low;419.5;765.0;2.17;On;150290.0;150400.0;1190;40.46;No Fault;150300.0;2.14;47;1.49;No;58.82;41.18;1.41;No Fault
100943;On;31.87;Off;150088.0;150300.0;150170.0;Not Low;420.0;765.0;2.16;On;150290.0;150430.0;1190;40.46;No Fault;150300.0;2.14;47;1.49;No;59.22;41.18;1.41;No Fault
100973;On;31.87;Off;150040.0;150300.0;150170.0;Not Low;420.0;765.0;2.16;On;150300.0;150450.0;1190;40.47;No Fault;150300.0;2.14;47;1.49;No;59.22;41.57;1.41;No Fault
101003;On;31.87;Off;150000.0;150300.0;150170.0;Not Low;420.0;765.0;2.17;On;150260.0;150480.0;1190;40.47;No Fault;150300.0;2.14;47;1.49;No;59.22;41.57;1.41;No Fault
101032;On;31.87;Off;149960.0;150300.0;150170.0;Not Low;420.0;765.0;2.17;On;150230.0;150480.0;1190;40.47;No Fault;150300.0;2.14;47;1.49;No;59.22;41.57;1.41;No Fault
101063;On;31.87;Off;149920.0;150300.0;150170.0;Not Low;420.5;765.0;2.17;On;150190.0;150480.0;1190;40.47;No Fault;150300.0;2.14;47;1.49;No;59.22;41.57;1.41;No Fault
101093;On;31.87;Off;149872.0;150300.0;150170.0;Not Low;420.5;765.0;2.17;On;150150.0;150480.0;1190;40.47;No Fault;150300.0;2.14;47;1.49;No;59.22;41.57;1.41;No Fault
101138;On;31.87;Off;149832.0;150300.0;150170.0;Not Low;420.5;765.0;2.17;On;150120.0;150480.0;1190;40.47;No Fault;150300.0;2.14;47;1.49;No;59.22;41.57;1.41;No Fault
101183;On;31.87;Off;149792.0;150300.0;150170.0;Not Low;420.5;765.0;2.17;On;150080.0;150480.0;1190;40.47;No Fault;150340.0;2.14;47;1.49;No;59.22;41.57;1.41;No Fault
101213;On;31.87;Off;149744.0;150300.0;150170.0;Not Low;421.0;765.0;2.17;On;150050.0;150470.0;1190;40.47;No Fault;150370.0;2.14;47;1.49;No;59.22;41.57;1.41;No Fault
101243;On;31.87;Off;149704.0;150300.0;150170.0;Not Low;421.0;765.0;2.17;On;150010.0;150470.0;1190;40.47;No Fault;150410.0;2.14;47;1.49;No;59.22;41.96;1.41;No Fault
101273;On;31.87;Off;149664.0;150300.0;150170.0;Not Low;421.0;765.0;2.17;On;149970.0;150470.0;1190;40.47;No Fault;150440.0;2.14;47;1.49;No;59.22;41.96;1.41;No Fault
101303;On;31.87;Off;149624.0;150300.0;150170.0;Not Low;421.5;765.0;2.18;On;149940.0;150470.0;1190;40.47;No Fault;150480.0;2.15;47;1.49;No;59.22;41.96;1.42;No Fault
101333;On;31.87;Off;149576.0;150300.0;150170.0;Not Low;421.5;765.0;2.18;On;149900.0;150470.0;1190;40.47;No Fault;150520.0;2.15;47;1.49;No;59.22;41.96;1.42;No Fault
101363;On;31.87;Off;149536.0;150300.0;150170.0;Not Low;421.5;765.0;2.18;On;149860.0;150470.0;1190;40.47;No Fault;150550.0;2.15;47;1.49;No;59.22;41.96;1.42;No Fault
101393;On;31.87;Off;149496.0;150300.0;150170.0;Not Low;421.5;765.0;2.18;On;149830.0;150470.0;1190;40.47;No Fault;150590.0;2.15;47;1.49;No;59.22;41.96;1.42;No Fault
101423;On;31.87;Off;149456.0;150300.0;150170.0;Not Low;422.0;765.0;2.18;On;149790.0;150470.0;1190;40.47;No Fault;150620.0;2.15;47;1.49;No;59.22;41.96;1.41;No Fault
101481;On;31.87;Off;149408.0;150300.0;150170.0;Not Low;422.0;765.0;2.18;On;149750.0;150470.0;1190;40.47;No Fault;150660.0;2.15;47;1.49;No;59.22;41.96;1.41;No Fault
101513;On;31.87;Off;149368.0;150300.0;150170.0;Not Low;422.0;765.0;2.18;On;149720.0;150470.0;1190;40.47;No Fault;150690.0;2.15;47;1.49;No;59.22;41.96;1.41;No Fault
101558;On;31.87;Off;149448.0;149760.0;149930.0;Not Low;422.0;765.0;2.18;On;149680.0;150470.0;1190;40.47;No Fault;150730.0;2.15;47;1.49;No;59.22;41.96;1.41;No Fault
101604;On;31.87;Off;149528.0;149760.0;149930.0;Not Low;422.5;765.0;2.19;On;149650.0;150460.0;1190;40.47;No Fault;150770.0;2.15;47;1.49;No;59.22;41.96;1.41;No Fault
101633;On;31.87;Off;149600.0;149760.0;149930.0;Not Low;422.5;765.0;2.19;On;149610.0;150460.0;1190;40.47;No Fault;150800.0;2.15;47;1.49;No;59.22;41.96;1.41;No Fault
101663;On;31.87;Off;149680.0;149760.0;149930.0;Not Low;422.5;765.0;2.19;On;149570.0;150460.0;1190;40.47;No Fault;150840.0;2.15;47;1.49;No;59.22;41.96;1.40;No Fault
101693;On;31.87;Off;149760.0;149760.0;149930.0;Not Low;422.5;765.0;2.19;On;149540.0;150460.0;1190;40.47;No Fault;150870.0;2.15;47;1.49;No;58.82;41.96;1.40;No Fault
101724;On;31.87;Off;149840.0;149760.0;149930.0;Not Low;422.5;765.0;2.19;On;149500.0;150460.0;1190;40.48;No Fault;150910.0;2.15;47;1.49;No;58.82;41.57;1.40;No Fault
101768;On;31.87;Off;149912.0;149760.0;149930.0;Not Low;422.5;765.0;2.19;On;149540.0;150460.0;1190;40.48;No Fault;150950.0;2.15;47;1.49;No;58.82;41.57;1.40;No Fault
101798;On;31.87;Off;149992.0;149760.0;149930.0;Not Low;422.5;765.0;2.19;On;149570.0;150440.0;1190;40.48;No Fault;150980.0;2.15;47;1.49;No;58.82;41.57;1.40;No Fault
101828;On;31.87;Off;150072.0;149760.0;149930.0;Not Low;422.5;765.0;2.19;On;149610.0;150420.0;1190;40.48;No Fault;151020.0;2.16;47;1.49;No;58.82;41.57;1.39;No Fault
101858;On;31.87;Off;150152.0;149760.0;149930.0;Not Low;422.5;765.0;2.18;On;149650.0;150410.0;1190;40.48;No Fault;151050.0;2.16;47;1.49;No;58.82;41.57;1.39;No Fault
101888;On;31.87;Off;150224.0;149760.0;149930.0;Not Low;422.5;765.0;2.18;On;149680.0;150390.0;1190;40.48;No Fault;151090.0;2.16;47;1.49;No;58.82;41.57;1.39;No Fault
101918;On;31.87;Off;150304.0;149760.0;149930.0;Not Low;422.5;765.0;2.18;On;149720.0;150370.0;1190;40.48;No Fault;151000.0;2.16;47;1.49;No;58.82;41.57;1.39;No Fault
101963;On;31.87;Off;150384.0;149760.0;149930.0;Not Low;422.5;765.0;2.18;On;149750.0;150350.0;1190;40.48;No Fault;150910.0;2.16;47;1.49;No;58.82;41.57;1.39;No Fault
101993;On;31.87;Off;150464.0;149760.0;149930.0;Not Low;423.0;765.0;2.18;On;149790.0;150340.0;1190;40.48;No Fault;150820.0;2.16;47;1.49;No;58.82;41.57;1.39;No Fault
102024;On;31.87;Off;150544.0;149760.0;149930.0;Not Low;423.0;765.0;2.18;On;149830.0;150320.0;1190;40.48;No Fault;150730.0;2.15;47;1.49;No;58.82;41.57;1.38;No Fault
102053;On;31.87;Off;150616.0;149760.0;149930.0;Not Low;423.0;765.0;2.18;On;149860.0;150300.0;1190;40.48;No Fault;150640.0;2.15;47;1.49;No;58.82;41.57;1.38;No Fault
102083;On;31.87;Off;150696.0;149760.0;149930.0;Not Low;423.0;765.0;2.18;On;149900.0;150280.0;1190;40.48;No Fault;150550.0;2.15;47;1.49;No;58.82;41.57;1.38;No Fault
102113;On;31.87;Off;150776.0;149760.0;149930.0;Not Low;423.0;765.0;2.18;On;149940.0;150270.0;1191;40.48;No Fault;150460.0;2.15;47;1.49;No;58.82;41.57;1.38;No Fault
102143;On;31.87;Off;150856.0;149760.0;149930.0;Not Low;423.0;765.0;2.18;On;149970.0;150250.0;1191;40.48;No Fault;150370.0;2.15;47;1.49;No;58.82;41.57;1.38;No Fault
102173;On;31.87;Off;150928.0;149760.0;149930.0;Not Low;423.0;765.0;2.18;On;150010.0;150230.0;1191;40.48;No Fault;150280.0;2.15;47;1.49;No;58.82;41.57;1.38;No Fault
102203;On;31.87;Off;151008.0;149760.0;149930.0;Not Low;423.0;765.0;2.17;On;150050.0;150210.0;1191;40.48;No Fault;150190.0;2.15;47;1.49;No;58.82;41.57;1.38;No Fault
102233;On;31.87;Off;151088.0;149760.0;149930.0;Not Low;423.0;765.0;2.17;On;150080.0;150190.0;1191;40.48;No Fault;150100.0;2.15;47;1.49;No;58.82;41.57;1.38;No Fault
102263;On;31.87;Off;150984.0;150700.0;150100.0;Not Low;423.0;765.0;2.17;On;150120.0;150180.0;1191;40.48;No Fault;150010.0;2.15;47;1.49;No;58.82;41.57;1.39;No Fault
102295;On;31.87;Off;150872.0;150700.0;150100.0;Not Low;423.0;765.0;2.17;On;150150.0;150160.0;1191;40.48;No Fault;149920.0;2.15;47;1.49;No;58.82;41.57;1.39;No Fault
102325;On;31.87;Off;150768.0;150700.0;150100.0;Not Low;423.0;765.0;2.17;On;150190.0;150140.0;1191;40.48;No Fault;149830.0;2.15;47;1.49;No;58.82;41.57;1.39;No Fault
102355;On;31.87;Off;150656.0;150700.0;150100.0;Not Low;423.0;765.0;2.17;On;150230.0;150120.0;1191;40.48;No Fault;149740.0;2.14;47;1.49;No;58.82;41.57;1.39;No Fault
102385;On;31.87;Off;150552.0;150700.0;150100.0;Not Low;423.0;765.0;2.17;On;150260.0;150110.0;1191;40.48;No Fault;149650.0;2.14;47;1.49;No;58.82;41.57;1.39;No Fault
102414;On;31.87;Off;150440.0;150700.0;150100.0;Not Low;423.0;765.0;2.17;On;150300.0;150090.0;1191;40.48;No Fault;149560.0;2.14;47;1.49;No;58.82;41.96;1.39;No Fault
102445;On;31.87;Off;150336.0;150700.0;150100.0;Not Low;423.0;765.0;2.17;On;150250.0;150070.0;1192;40.48;No Fault;149470.0;2.14;47;1.49;No;58.82;41.96;1.39;No Fault
102472;On;31.87;Off;150224.0;150700.0;150100.0;Not Low;423.0;765.0;2.17;On;150190.0;149990.0;1192;40.48;No Fault;149380.0;2.14;47;1.49;No;58.82;41.96;1.39;No Fault
102520;On;31.87;Off;150120.0;150700.0;150100.0;Not Low;422.5;765.0;2.17;On;150140.0;149910.0;1192;40.48;No Fault;149290.0;2.14;47;1.49;No;58.82;41.96;1.40;No Fault
102565;On;31.87;Off;150008.0;150700.0;150100.0;Not Low;422.5;765.0;2.17;On;150080.0;149830.0;1192;40.48;No Fault;149200.0;2.14;47;1.49;No;58.82;41.96;1.40;No Fault
102595;On;31.87;Off;149904.0;150700.0;150100.0;Not Low;422.5;765.0;2.17;On;150030.0;149750.0;1192;40.48;No Fault;149110.0;2.14;47;1.49;No;58.82;41.96;1.40;No Fault
102625;On;31.87;Off;149800.0;150700.0;150100.0;Not Low;422.5;765.0;2.17;On;149980.0;149670.0;1192;40.48;No Fault;149090.0;2.14;47;1.49;No;58.82;41.96;1.40;No Fault
102655;On;31.87;Off;149688.0;150700.0;150100.0;Not Low;422.5;765.0;2.17;On;149920.0;149590.0;1192;40.48;No Fault;149060.0;2.14;47;1.49;No;58.82;41.96;1.40;No Fault
102699;On;31.87;Off;149584.0;150700.0;150100.0;Not Low;422.5;765.0;2.17;On;149870.0;149510.0;1192;40.48;No Fault;149040.0;2.14;47;1.49;No;58.82;41.96;1.41;No Fault
102730;On;31.87;Off;149472.0;150700.0;150100.0;Not Low;422.5;765.0;2.17;On;149810.0;149430.0;1192;40.48;No Fault;149010.0;2.14;47;1.49;No;58.82;41.96;1.41;No Fault
102760;On;31.87;Off;149368.0;150700.0;150100.0;Not Low;422.5;765.0;2.17;On;149760.0;149350.0;1192;40.48;No Fault;148990.0;2.14;47;1.49;No;58.82;41.96;1.41;No Fault
102789;On;31.87;Off;149256.0;150700.0;150100.0;Not Low;422.5;765.0;2.17;On;149700.0;149270.0;1193;40.48;No Fault;148960.0;2.14;47;1.49;No;58.82;41.96;1.41;No Fault
102820;On;31.87;Off;149152.0;150700.0;150100.0;Not Low;422.5;765.0;2.17;On;149650.0;149180.0;1193;40.48;No Fault;148940.0;2.14;47;1.49;No;58.82;41.96;1.41;No Fault
102865;On;31.87;Off;149040.0;150700.0;150100.0;Not Low;422.5;765.0;2.16;On;149600.0;149100.0;1193;40.48;No Fault;148910.0;2.14;47;1.49;No;58.82;41.96;1.41;No Fault
102910;On;31.87;Off;148936.0;150700.0;150100.0;Not Low;422.0;765.0;2.16;On;149540.0;149020.0;1193;40.48;No Fault;148890.0;2.14;47;1.49;No;58.82;41.96;1.41;No Fault
102940;On;31.87;Off;148824.0;150700.0;150100.0;Not Low;422.0;765.0;2.16;On;149490.0;148940.0;1193;40.48;No Fault;148860.0;2.14;47;1.49;No;58.82;41.96;1.41;No Fault
102970;On;31.87;Off;148720.0;150700.0;150100.0;Not Low;422.0;765.0;2.16;On;149430.0;148860.0;1194;40.48;No Fault;148840.0;2.14;47;1.49;No;58.82;41.96;1.41;No Fault
103000;On;31.87;Off;148704.0;149110.0;149660.0;Not Low;422.0;765.0;2.16;On;149380.0;148780.0;1194;40.48;No Fault;148820.0;2.13;47;1.49;No;58.82;41.57;1.41;No Fault
103045;On;31.87;Off;148680.0;149110.0;149660.0;Not Low;422.0;765.0;2.16;On;149330.0;148700.0;1194;40.48;No Fault;148790.0;2.13;47;1.49;No;58.82;41.57;1.41;No Fault
103090;On;31.87;Off;148664.0;149110.0;149660.0;Not Low;422.0;765.0;2.16;On;149270.0;148620.0;1194;40.48;No Fault;148770.0;2.13;47;1.49;No;58.82;41.57;1.41;No Fault
103120;On;31.87;Off;148648.0;149110.0;149660.0;Not Low;422.0;765.0;2.16;On;149220.0;148540.0;1194;40.48;No Fault;148740.0;2.13;47;1.49;No;58.82;41.57;1.41;No Fault
103180;On;31.87;Off;148624.0;149110.0;149660.0;Not Low;421.5;765.0;2.16;On;149160.0;148460.0;1194;40.48;No Fault;148720.0;2.13;47;1.49;No;58.82;41.57;1.42;No Fault
103210;On;31.87;Off;148608.0;149110.0;149660.0;Not Low;421.5;765.0;2.16;On;149110.0;148380.0;1194;40.48;No Fault;148690.0;2.13;47;1.49;No;58.82;41.57;1.42;No Fault
103255;On;31.87;Off;148584.0;149110.0;149660.0;Not Low;421.5;765.0;2.16;On;149070.0;148300.0;1194;40.48;No Fault;148670.0;2.13;47;1.49;No;58.82;41.57;1.42;No Fault
103299;On;31.87;Off;148568.0;149110.0;149660.0;Not Low;421.0;765.0;2.17;On;149040.0;148290.0;1194;40.48;No Fault;148640.0;2.13;47;1.49;No;58.82;41.57;1.42;No Fault
103330;On;31.87;Off;148552.0;149110.0;149660.0;Not Low;421.0;765.0;2.17;On;149000.0;148270.0;1194;40.48;No Fault;148620.0;2.13;47;1.49;No;58.82;41.57;1.42;No Fault
103373;On;31.87;Off;148528.0;149110.0;149660.0;Not Low;421.0;765.0;2.17;On;148960.0;148260.0;1194;40.48;No Fault;148590.0;2.13;47;1.49;No;58.82;41.57;1.42;No Fault
103403;On;31.87;Off;148512.0;149110.0;149660.0;Not Low;420.5;765.0;2.17;On;148930.0;148240.0;1194;40.48;No Fault;148570.0;2.13;47;1.49;No;58.82;41.57;1.42;No Fault
103434;On;31.87;Off;148496.0;149110.0;149660.0;Not Low;420.5;765.0;2.17;On;148890.0;148230.0;1194;40.48;No Fault;148570.0;2.13;47;1.49;No;58.82;41.18;1.42;No Fault
103465;On;31.87;Off;148472.0;149110.0;149660.0;Not Low;420.5;765.0;2.17;On;148860.0;148210.0;1194;40.48;No Fault;148570.0;2.13;47;1.49;No;58.82;41.18;1.42;No Fault
103495;On;31.87;Off;148456.0;149110.0;149660.0;Not Low;420.5;765.0;2.17;On;148820.0;148200.0;1194;40.48;No Fault;148570.0;2.13;47;1.49;No;58.82;41.18;1.42;No Fault
103525;On;31.87;Off;148440.0;149110.0;149660.0;Not Low;420.0;765.0;2.17;On;148780.0;148180.0;1194;40.48;No Fault;148570.0;2.13;47;1.49;No;58.82;41.18;1.42;No Fault
103555;On;31.87;Off;148416.0;149110.0;149660.0;Not Low;420.0;765.0;2.17;On;148750.0;148170.0;1194;40.48;No Fault;148570.0;2.13;47;1.49;No;58.82;41.18;1.43;No Fault
103585;On;31.87;Off;148400.0;149110.0;149660.0;Not Low;420.0;765.0;2.18;On;148710.0;148150.0;1194;40.48;No Fault;148570.0;2.13;47;1.49;No;58.82;41.18;1.43;No Fault
103628;On;31.87;Off;148376.0;149110.0;149660.0;Not Low;419.5;765.0;2.18;On;148670.0;148140.0;1194;40.48;No Fault;148570.0;2.13;47;1.49;No;58.82;41.18;1.43;No Fault
103660;On;31.87;Off;148360.0;149110.0;149660.0;Not Low;419.5;765.0;2.18;On;148640.0;148130.0;1194;40.48;No Fault;148570.0;2.13;47;1.49;No;58.82;41.18;1.43;No Fault
103690;On;31.87;Off;148344.0;149110.0;149660.0;Not Low;419.5;765.0;2.18;On;148600.0;148110.0;1194;40.48;No Fault;148570.0;2.13;47;1.49;No;58.82;41.18;1.42;No Fault
103720;On;31.87;Off;148320.0;149110.0;149660.0;Not Low;419.0;765.0;2.18;On;148560.0;148100.0;1194;40.48;No Fault;148570.0;2.12;47;1.49;No;58.82;41.18;1.42;No Fault
103764;On;31.87;Off;148304.0;149110.0;149660.0;Not Low;419.0;765.0;2.18;On;148530.0;148080.0;1194;40.48;No Fault;148570.0;2.12;47;1.49;No;58.82;41.18;1.42;No Fault
103795;On;31.87;Off;148232.0;148720.0;148110.0;Not Low;419.0;765.0;2.18;On;148490.0;148070.0;1194;40.48;No Fault;148570.0;2.12;47;1.49;No;58.82;41.18;1.42;No Fault
103840;On;31.87;Off;148160.0;148720.0;148110.0;Not Low;418.5;765.0;2.18;On;148460.0;148050.0;1194;40.48;No Fault;148570.0;2.12;47;1.49;No;58.82;41.18;1.42;No Fault
103870;On;31.87;Off;148088.0;148720.0;148110.0;Not Low;418.5;765.0;2.19;On;148420.0;148040.0;1194;40.48;No Fault;148570.0;2.12;47;1.49;No;58.82;41.18;1.41;No Fault
103899;On;31.87;Off;148016.0;148720.0;148110.0;Not Low;418.5;765.0;2.19;On;148380.0;148020.0;1194;40.48;No Fault;148570.0;2.12;47;1.49;No;58.82;41.18;1.41;No Fault
103930;On;31.87;Off;147944.0;148720.0;148110.0;Not Low;419.0;765.0;2.19;On;148350.0;148010.0;1194;40.48;No Fault;148570.0;2.12;47;1.49;No;58.43;41.18;1.41;No Fault
103960;On;31.87;Off;147864.0;148720.0;148110.0;Not Low;419.0;765.0;2.19;On;148310.0;147990.0;1194;40.48;No Fault;148570.0;2.12;47;1.49;No;58.43;41.57;1.41;No Fault
103990;On;31.87;Off;147792.0;148720.0;148110.0;Not Low;419.0;765.0;2.19;On;148290.0;147980.0;1194;40.48;No Fault;148570.0;2.12;47;1.49;No;58.43;41.57;1.41;No Fault
104020;On;31.87;Off;147720.0;148720.0;148110.0;Not Low;419.0;765.0;2.19;On;148270.0;147960.0;1194;40.48;No Fault;148570.0;2.12;47;1.49;No;58.43;41.57;1.41;No Fault
104064;On;31.87;Off;147648.0;148720.0;148110.0;Not Low;419.5;765.0;2.19;On;148260.0;147940.0;1194;40.48;No Fault;148570.0;2.12;47;1.49;No;58.43;41.57;1.41;No Fault
104095;On;31.87;Off;147576.0;148720.0;148110.0;Not Low;419.5;765.0;2.19;On;148240.0;147920.0;1194;40.48;No Fault;148570.0;2.11;47;1.49;No;58.43;41.57;1.40;No Fault
104125;On;31.87;Off;147504.0;148720.0;148110.0;Not Low;419.5;765.0;2.19;On;148220.0;147900.0;1194;40.47;No Fault;148570.0;2.11;47;1.49;No;58.43;41.57;1.40;No Fault
104155;On;31.87;Off;147432.0;148720.0;148110.0;Not Low;419.5;765.0;2.19;On;148200.0;147880.0;1194;40.47;No Fault;148540.0;2.11;47;1.49;No;58.43;41.57;1.40;No Fault
104185;On;31.87;Off;147360.0;148720.0;148110.0;Not Low;420.0;765.0;2.19;On;148190.0;147860.0;1194;40.47;No Fault;148510.0;2.11;47;1.49;No;58.43;41.57;1.40;No Fault
104215;On;31.87;Off;147288.0;148720.0;148110.0;Not Low;420.0;765.0;2.19;On;148170.0;147840.0;1195;40.47;No Fault;148480.0;2.11;47;1.49;No;58.43;41.57;1.40;No Fault
104245;On;31.87;Off;147216.0;148720.0;148110.0;Not Low;420.0;765.0;2.19;On;148150.0;147820.0;1195;40.47;No Fault;148450.0;2.11;47;1.49;No;58.43;41.57;1.39;No Fault
104275;On;31.87;Off;147144.0;148720.0;148110.0;Not Low;420.5;765.0;2.19;On;148130.0;147800.0;1195;40.47;No Fault;148420.0;2.11;47;1.49;No;58.43;41.57;1.39;No Fault
104305;On;31.87;Off;147064.0;148720.0;148110.0;Not Low;420.5;765.0;2.19;On;148120.0;147780.0;1195;40.47;No Fault;148390.0;2.11;47;1.49;No;58.43;41.57;1.39;No Fault
104335;On;31.87;Off;146992.0;148720.0;148110.0;Not Low;420.5;765.0;2.19;On;148100.0;147760.0;1196;40.46;No Fault;148360.0;2.11;47;1.49;No;58.43;41.57;1.39;No Fault
104379;On;31.87;Off;146920.0;148720.0;148110.0;Not Low;420.5;765.0;2.18;On;148080.0;147730.0;1196;40.46;No Fault;148330.0;2.11;47;1.49;No;58.43;41.57;1.39;No Fault
104409;On;31.87;Off;146848.0;148720.0;148110.0;Not Low;421.0;765.0;2.18;On;148060.0;147710.0;1196;40.46;No Fault;148300.0;2.11;47;1.49;No;58.43;41.57;1.40;No Fault
104455;On;31.87;Off;146776.0;148720.0;148110.0;Not Low;421.0;765.0;2.18;On;148040.0;147690.0;1196;40.46;No Fault;148270.0;2.11;47;1.49;No;58.43;41.57;1.40;No Fault
104499;On;31.87;Off;146704.0;148720.0;148110.0;Not Low;421.0;765.0;2.18;On;148030.0;147670.0;1196;40.46;No Fault;148240.0;2.11;47;1.49;No;58.43;41.57;1.40;No Fault
104530;On;31.87;Off;146720.0;147510.0;146550.0;Not Low;421.0;765.0;2.18;On;148010.0;147650.0;1196;40.46;No Fault;148220.0;2.12;47;1.49;No;58.43;41.96;1.41;No Fault
104575;On;31.87;Off;146744.0;147510.0;146550.0;Not Low;421.5;765.0;2.18;On;147990.0;147630.0;1197;40.46;No Fault;148190.0;2.12;47;1.49;No;58.43;41.96;1.41;No Fault
104605;On;31.87;Off;146760.0;147510.0;146550.0;Not Low;421.5;765.0;2.18;On;147970.0;147610.0;1197;40.45;No Fault;148160.0;2.12;47;1.49;No;58.43;41.96;1.41;No Fault
104635;On;31.87;Off;146776.0;147510.0;146550.0;Not Low;421.5;765.0;2.18;On;147960.0;147590.0;1197;40.45;No Fault;148130.0;2.12;46;1.49;No;58.43;41.96;1.42;No Fault
104665;On;31.87;Off;146800.0;147510.0;146550.0;Not Low;421.0;765.0;2.18;On;147940.0;147570.0;1198;40.45;No Fault;148100.0;2.12;46;1.49;No;58.43;41.96;1.42;No Fault
104695;On;31.87;Off;146816.0;147510.0;146550.0;Not Low;421.0;765.0;2.18;On;147920.0;147550.0;1198;40.45;No Fault;148070.0;2.12;46;1.49;No;58.43;41.96;1.42;No Fault
104725;On;31.87;Off;146840.0;147510.0;146550.0;Not Low;421.0;765.0;2.18;On;147880.0;147530.0;1198;40.45;No Fault;148040.0;2.12;46;1.49;No;58.43;41.96;1.43;No Fault
104755;On;31.87;Off;146856.0;147510.0;146550.0;Not Low;420.5;765.0;2.18;On;147830.0;147510.0;1198;40.45;No Fault;148010.0;2.12;46;1.49;No;58.43;41.96;1.43;No Fault
104785;On;31.87;Off;146872.0;147510.0;146550.0;Not Low;420.5;765.0;2.18;On;147790.0;147480.0;1198;40.45;No Fault;147980.0;2.12;46;1.49;No;58.43;41.96;1.43;No Fault
104844;On;31.87;Off;146896.0;147510.0;146550.0;Not Low;420.5;765.0;2.18;On;147750.0;147460.0;1198;40.45;No Fault;147950.0;2.12;46;1.49;No;58.43;41.96;1.43;No Fault
104888;On;31.87;Off;146912.0;147510.0;146550.0;Not Low;420.0;765.0;2.19;On;147700.0;147430.0;1198;40.45;No Fault;147920.0;2.12;46;1.49;No;58.43;41.96;1.44;No Fault
104919;On;31.87;Off;146928.0;147510.0;146550.0;Not Low;420.0;765.0;2.19;On;147660.0;147410.0;1198;40.45;No Fault;147880.0;2.12;46;1.49;No;58.43;42.35;1.44;No Fault
